Date,Unnamed: 0,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,month,year,Day_Perc_Change,Trend,volume scaled,sma_21,sma_34,MA,roll_CP_std,UP_band,LO_band,buy,sell,MA_std
2018-05-21,253,JUBLFOOD,EQ,2497.85,2513.0,2545.9,2490.25,2524.95,2527.25,2521.9,842140,2123793698.0,41208,159689,18.96,5,2018,1.1770122305182484,Positive,0.07649529505885938,2508.0647619047622,2481.795294117648,2507.475,59.36335877780138,2626.2017175556025,2388.7482824443973,,,59.36335877780138
2018-05-22,254,JUBLFOOD,EQ,2527.25,2520.0,2543.6,2500.5,2517.15,2512.8,2522.86,400527,1010474160.0,21486,64877,16.2,5,2018,-0.5717677317242043,Slight Negative,0.029761980350574202,2511.664761904762,2487.4835294117656,2504.832142857143,58.14522471012357,2621.12259227739,2388.541693436896,,,58.14522471012357
2018-05-23,255,JUBLFOOD,EQ,2512.8,2519.95,2581.95,2514.0,2574.0,2565.3,2559.3,889208,2275750258.0,46568,317809,35.74,5,2018,2.0893027698185347,Positive,0.08147622554933309,2516.4557142857147,2494.5117647058833,2506.2107142857144,59.4113663644766,2625.0334470146677,2387.387981556761,,,59.4113663644766
2018-05-24,256,JUBLFOOD,EQ,2565.3,2575.0,2667.45,2566.05,2662.0,2653.7,2623.9,911079,2390579903.0,43776,179934,19.75,5,2018,3.445990722332648,Among Top gainers,0.08379070525438005,2524.654285714286,2503.1876470588245,2512.525,69.93931366657237,2652.403627333145,2372.6463726668553,,,69.93931366657237
2018-05-25,257,JUBLFOOD,EQ,2653.7,2670.0,2696.0,2650.95,2660.0,2662.05,2673.6,753693,2015071824.0,42692,151792,20.14,5,2018,0.3146550099860645,Slight or No Change,0.06713546759453269,2534.692857142857,2511.1991176470597,2516.589285714286,77.02980237086199,2670.6488904560097,2362.529680972562,,,77.02980237086199
2018-05-28,258,JUBLFOOD,EQ,2662.05,2665.1,2750.0,2645.1,2725.0,2730.4,2720.07,971711,2643117611.0,45677,138333,14.24,5,2018,2.567570105745576,Positive,0.090207034342049,2544.697619047619,2518.838235294119,2528.7357142857145,95.62394178110212,2719.9835978479186,2337.4878307235103,,,95.62394178110212
2018-05-29,259,JUBLFOOD,EQ,2730.4,2700.0,2700.0,2565.0,2572.0,2576.45,2614.23,1581977,4135655471.0,67128,413511,26.14,5,2018,-5.6383680046879645,Among top Losers,0.1547879072641921,2548.11,2524.2497058823537,2530.2607142857146,96.24496625910959,2722.7506468039337,2337.7707817674955,,,96.24496625910959
2018-05-30,260,JUBLFOOD,EQ,2576.45,2621.0,2664.0,2495.0,2514.0,2506.15,2570.6,3174937,8161485902.0,141383,401455,12.64,5,2018,-2.7285606163519494,Negative,0.3233615248834876,2549.4633333333336,2527.26411764706,2532.514285714286,95.20517404444217,2722.9246338031703,2342.1039376254016,,,95.20517404444217
2018-05-31,261,JUBLFOOD,EQ,2506.15,2560.0,2574.9,2497.6,2507.1,2508.6,2527.26,1439316,3637519096.0,71637,212353,14.75,5,2018,0.09775951160144736,Slight or No Change,0.1396909300248475,2547.479047619048,2528.1497058823543,2534.7107142857144,94.1963970782579,2723.10350844223,2346.3179201291987,,,94.1963970782579
2018-06-01,262,JUBLFOOD,EQ,2508.6,2524.15,2545.0,2470.05,2501.0,2501.1,2503.0,921980,2307714877.0,48710,156108,16.93,6,2018,-0.29897153790958697,Slight or No Change,0.0849442941741696,2545.267619047619,2528.615588235295,2539.2321428571427,90.6388790054246,2720.5099008679917,2357.9543848462936,,,90.6388790054246
2018-06-04,263,JUBLFOOD,EQ,2501.1,2523.9,2576.8,2470.1,2549.0,2561.15,2542.68,1327445,3375272924.0,80099,381744,28.76,6,2018,2.400943584822679,Positive,0.1278522779703777,2544.431428571429,2530.3576470588246,2550.7107142857144,81.41800306151485,2713.546720408744,2387.874708162685,,,81.41800306151485
2018-06-05,264,JUBLFOOD,EQ,2561.15,2563.9,2597.0,2538.0,2572.0,2564.4,2568.49,989980,2542750055.0,49942,246699,24.92,6,2018,0.1268961208831909,Slight or No Change,0.09214033550484463,2542.675238095238,2531.8314705882362,2558.3642857142863,76.86551549638396,2712.0953167070543,2404.6332547215184,,,76.86551549638396
2018-06-06,265,JUBLFOOD,EQ,2564.4,2577.0,2638.5,2560.0,2631.0,2631.55,2599.28,892316,2319374791.0,41927,158071,17.71,6,2018,2.6185462486351563,Positive,0.08180512696779983,2542.73,2534.681176470589,2571.3392857142862,72.34678021266883,2716.032846139624,2426.6457252889486,,,72.34678021266883
2018-06-07,266,JUBLFOOD,EQ,2631.55,2650.0,2685.6,2620.4,2655.0,2656.1,2656.12,810288,2152219514.0,45603,176563,21.79,6,2018,0.932910262012876,Slight Positive,0.07312458464026142,2545.401428571429,2539.7279411764716,2582.642857142858,72.34407598184991,2727.3310091065578,2437.954705179158,,,72.34407598184991
2018-06-08,267,JUBLFOOD,EQ,2656.1,2659.75,2688.0,2630.45,2678.0,2679.25,2661.4,649150,1727649151.0,38878,113202,17.44,6,2018,0.8715786303226558,Slight Positive,0.05607229481758035,2552.800952380953,2546.0261764705892,2593.5000000000005,74.75700893302732,2743.014017866055,2443.985982133946,,,74.75700893302732
2018-06-11,268,JUBLFOOD,EQ,2679.25,2690.0,2735.9,2682.0,2693.0,2697.85,2712.16,734729,1992699681.0,34548,160208,21.81,6,2018,0.6942241298870888,Slight Positive,0.0651286186563721,2563.968095238096,2553.481176470589,2606.717857142857,75.74369891826981,2758.2052549793966,2455.2304593063177,,,75.74369891826981
2018-06-12,269,JUBLFOOD,EQ,2697.85,2713.0,2723.8,2682.7,2700.0,2697.3,2700.8,484839,1309451236.0,24840,89202,18.4,6,2018,-0.020386604147737408,Slight or No Change,0.03868422500751351,2575.4300000000007,2560.8067647058833,2616.1464285714287,78.36184183320239,2772.8701122378334,2459.422744905024,,,78.36184183320239
2018-06-13,270,JUBLFOOD,EQ,2697.3,2718.0,2729.9,2660.9,2675.0,2670.6,2699.7,735447,1985487912.0,36093,115961,15.77,6,2018,-0.98987876765656,Slight Negative,0.06520460038689305,2588.139047619048,2567.7747058823543,2617.3535714285717,79.11142936069243,2775.5764301499566,2459.130712707187,,,79.11142936069243
2018-06-14,271,JUBLFOOD,EQ,2670.6,2675.0,2729.0,2670.0,2726.0,2721.45,2693.42,963032,2593846702.0,33811,395721,41.09,6,2018,1.9040665019096847,Positive,0.08928858665515299,2600.6723809523814,2573.170294117648,2621.5964285714285,83.18113105256582,2787.9586906765603,2455.2341664662968,,,83.18113105256582
2018-06-15,272,JUBLFOOD,EQ,2721.45,2739.0,2784.0,2720.0,2770.0,2765.3,2749.4,1421623,3908604241.0,46286,457181,32.16,6,2018,1.61127340204672,Positive,0.1378185835650882,2614.69380952381,2579.2535294117656,2624.089285714286,87.1222862474713,2798.3338582092283,2449.8447132193432,,,87.1222862474713
2018-06-18,273,JUBLFOOD,EQ,2765.3,2770.0,2817.9,2751.55,2806.0,2810.7,2788.86,1069147,2981699123.0,45188,208249,19.48,6,2018,1.6417748526380338,Positive,0.10051811497580859,2629.001428571429,2586.508823529413,2640.8214285714284,98.95933841400702,2838.7401053994427,2442.9027517434142,,,98.95933841400702
2018-06-19,274,JUBLFOOD,EQ,2810.7,2789.0,2806.8,2740.0,2747.55,2751.55,2766.35,713690,1974317636.0,45183,176557,24.74,6,2018,-2.104457964208195,Negative,0.06290218463348868,2640.641904761905,2592.3152941176486,2658.35,94.92153439712703,2848.193068794254,2468.506931205746,,,94.92153439712703
2018-06-20,275,JUBLFOOD,EQ,2751.55,2760.0,2768.0,2711.3,2726.3,2723.0,2741.98,859394,2356437403.0,51174,270875,31.52,6,2018,-1.0375969907870153,Negative,0.07832118472238095,2651.076190476191,2597.978235294119,2673.664285714286,85.75566684249883,2845.1756193992837,2502.1529520292884,,,85.75566684249883
2018-06-21,276,JUBLFOOD,EQ,2723.0,1368.0,1385.25,1350.7,1361.8,1356.65,1360.09,710681,966591108.6,29957,94301,13.27,6,2018,-50.17811237605582,Bear Drop,0.06258375980460631,2593.970952380953,2562.679705882354,2591.9178571428574,362.342373478633,3316.6026041001232,1867.2331101855914,,,362.342373478633
2018-06-22,277,JUBLFOOD,EQ,1356.65,1360.9,1400.0,1353.05,1392.85,1394.55,1386.71,1726396,2394002019.0,53118,130362,7.55,6,2018,2.7936461135886104,Positive,0.17007092333676205,2535.057142857143,2526.8367647058835,2508.5892857142862,483.76153978625774,3476.112365286802,1541.0662061417706,,,483.76153978625774
2018-06-25,278,JUBLFOOD,EQ,1394.55,1390.0,1417.5,1386.35,1398.0,1394.85,1402.14,1042571,1461832528.0,30588,147659,14.16,6,2018,0.02151231580078683,Slight or No Change,0.09770573270516125,2474.511428571429,2491.660588235295,2425.05,567.174165694072,3559.3983313881445,1290.7016686118561,,2474.511428571429,567.174165694072
2018-06-26,279,JUBLFOOD,EQ,1394.85,1391.1,1415.0,1381.0,1406.5,1406.65,1401.82,950864,1332944661.0,33400,186809,19.65,6,2018,0.8459691006201586,Slight Positive,0.08800091855351103,2411.7376190476193,2456.419411764707,2337.5571428571434,624.45368457222,3586.4645120015834,1088.6497737127033,,,624.45368457222
2018-06-27,280,JUBLFOOD,EQ,1406.65,1417.65,1431.85,1385.0,1391.0,1390.3,1410.52,1625532,2292841503.0,57043,314776,19.36,6,2018,-1.162336046635637,Negative,0.15939707756062665,2354.4180952380952,2424.19911764706,2247.142857142858,665.0986852331755,3577.340227609209,916.9454866765068,,,665.0986852331755
2018-06-28,281,JUBLFOOD,EQ,1390.3,1393.0,1402.0,1355.4,1374.0,1364.3,1376.67,1282427,1765476326.0,41786,376590,29.37,6,2018,-1.870099978421924,Negative,0.1230882869611964,2297.5642857142857,2391.817352941178,2153.217857142858,691.6991143907145,3536.6160859242873,769.8196283614291,,,691.6991143907145
2018-06-29,282,JUBLFOOD,EQ,1364.3,1374.0,1394.9,1365.15,1394.75,1386.45,1378.91,688648,949583272.0,42122,165947,24.1,6,2018,1.6235432089716448,Positive,0.060252136589330395,2242.8809523809523,2360.017647058825,2059.5464285714293,701.0040989302635,3461.5546264319564,657.5382307109023,,,701.0040989302635
2018-07-02,283,JUBLFOOD,EQ,1386.45,1396.0,1430.0,1377.2,1417.0,1408.65,1397.45,902871,1261720222.0,33400,182311,20.19,7,2018,1.6012117277940163,Positive,0.0829221007361127,2190.235714285714,2329.5658823529425,1967.5000000000011,695.4029612113657,3358.3059224227327,576.6940775772698,,,695.4029612113657
2018-07-03,284,JUBLFOOD,EQ,1408.65,1417.0,1438.0,1408.1,1431.85,1431.85,1423.37,1460747,2079190056.0,58533,319851,21.9,7,2018,1.6469669541759655,Positive,0.14195884710951953,2136.935238095238,2299.952647058825,1879.0178571428582,677.6414231069683,3234.3007033567947,523.7350109289216,,,677.6414231069683
2018-07-04,285,JUBLFOOD,EQ,1431.85,1435.0,1439.45,1418.5,1432.95,1428.9,1429.46,980448,1401509759.0,37270,311499,31.77,7,2018,-0.20602716765022452,Slight or No Change,0.09113161982890353,2082.6957142857145,2269.7911764705896,1786.6928571428582,641.101946128436,3068.89674939973,504.4889648859862,,,641.101946128436
2018-07-05,286,JUBLFOOD,EQ,1428.9,1426.5,1426.5,1410.0,1417.0,1416.5,1417.36,645774,915295833.7,39154,194061,30.05,7,2018,-0.8678004059066491,Slight Negative,0.05571503253033978,2026.4138095238097,2238.290000000002,1690.350000000001,581.2834430412103,2852.9168860824216,527.7831139175805,,,581.2834430412103
2018-07-06,287,JUBLFOOD,EQ,1416.5,1419.0,1420.0,1348.4,1367.9,1365.45,1381.44,1812180,2503425934.0,66751,544627,30.05,7,2018,-3.603953406283089,Among top Losers,0.17914894112368304,1965.714761904762,2204.7470588235315,1587.1178571428584,487.8331499156152,2562.7841569740885,611.451557311628,,,487.8331499156152
2018-07-09,288,JUBLFOOD,EQ,1365.45,1378.95,1415.5,1370.0,1415.5,1411.85,1397.85,1728540,2416238203.0,69778,386238,22.34,7,2018,3.398147130982454,Among Top gainers,0.17029781028695273,1905.5457142857142,2171.6585294117667,1491.425000000001,355.22173505810423,2201.8684701162097,780.9815298837926,,,355.22173505810423
2018-07-10,289,JUBLFOOD,EQ,1411.85,1424.9,1434.9,1405.9,1417.1,1415.65,1421.14,1129887,1605725829.0,45676,253571,22.44,7,2018,0.2691504054963545,Slight or No Change,0.10694587307029685,1844.0685714285714,2138.1832352941196,1398.0428571428583,23.6219898948239,1445.286836932506,1350.7988773532106,,,23.6219898948239
2018-07-11,290,JUBLFOOD,EQ,1415.65,1412.0,1440.0,1405.65,1429.0,1427.95,1429.23,977089,1396487651.0,40476,198337,20.3,7,2018,0.8688588281001719,Slight Positive,0.09077615655199563,1783.517619047619,2103.0458823529434,1403.1357142857155,21.611832839420916,1446.3593799645573,1359.9120486068737,,,21.611832839420916
2018-07-12,291,JUBLFOOD,EQ,1427.95,1439.9,1444.95,1415.0,1426.0,1424.6,1427.87,798731,1140481911.0,36590,148953,18.65,7,2018,-0.2346020518925851,Slight or No Change,0.07190157508645832,1722.954285714286,2066.406764705884,1405.282142857144,22.17834709053139,1449.6388370382067,1360.9254486760813,,,22.17834709053139
2018-07-13,292,JUBLFOOD,EQ,1424.6,1429.0,1436.0,1396.0,1412.0,1408.7,1412.35,765549,1081221329.0,40584,151823,19.83,7,2018,-1.116102765688609,Negative,0.06839011856536333,1661.9509523809527,2027.9444117647076,1406.2714285714299,21.98527229305905,1450.241973157548,1362.3008839853117,,,21.98527229305905
2018-07-16,293,JUBLFOOD,EQ,1408.7,1408.7,1444.15,1401.45,1420.6,1419.6,1425.4,1505919,2146544353.0,68355,384809,25.55,7,2018,0.7737630439412113,Slight Positive,0.14673913503583205,1598.9033333333336,1992.9788235294134,1407.1964285714296,22.272969684556667,1451.7423679405429,1362.6504892023163,,,22.272969684556667
2018-07-17,294,JUBLFOOD,EQ,1419.6,1424.95,1435.7,1412.4,1428.0,1428.45,1426.11,1067706,1522661437.0,45527,249216,23.34,7,2018,0.6234150464919708,Slight Positive,0.10036562239408062,1534.0104761904765,1959.317352941178,1409.9214285714297,22.38023436221442,1454.6818972958586,1365.1609598470009,,,22.38023436221442
2018-07-18,295,JUBLFOOD,EQ,1428.45,1435.0,1440.0,1407.0,1424.0,1418.45,1423.48,838192,1193152000.0,38190,240360,28.68,7,2018,-0.7000595050579261,Slight Negative,0.07607750136513136,1470.0642857142864,1926.853235294119,1413.789285714287,18.172995377393473,1450.135276469074,1377.4432949595,,,18.172995377393473
2018-07-19,296,JUBLFOOD,EQ,1418.45,1419.15,1430.0,1410.0,1417.85,1415.95,1417.93,537723,762454689.6,32540,195708,36.4,7,2018,-0.17624872219675902,Slight or No Change,0.04428062868003437,1407.0142857142864,1894.9394117647073,1415.8964285714299,16.381092105509392,1448.6586127824487,1383.134244360411,,,16.381092105509392
2018-07-20,297,JUBLFOOD,EQ,1415.95,1424.0,1499.0,1413.05,1482.0,1481.4,1475.56,2498313,3686411682.0,112265,515327,20.63,7,2018,4.6223383594053535,Among Top gainers,0.2517583738639779,1412.512857142858,1863.553529411766,1421.0928571428583,23.775535722646694,1468.6439285881518,1373.5417856975648,,,23.775535722646694
2018-07-23,298,JUBLFOOD,EQ,1481.4,1491.15,1493.0,1375.35,1449.0,1450.3,1442.88,1749298,2524025052.0,67455,301044,17.21,7,2018,-2.0993654651005893,Negative,0.1724945077272785,1415.1876190476198,1830.4473529411778,1422.4107142857156,24.902295063875105,1472.215304413466,1372.6061241579653,,,24.902295063875105
2018-07-24,299,JUBLFOOD,EQ,1450.3,1451.75,1457.0,1411.0,1440.0,1437.3,1431.94,1418423,2031091988.0,62385,341336,24.06,7,2018,-0.8963662690477879,Slight Negative,0.1374799463259976,1416.6066666666675,1796.1138235294131,1423.0107142857155,25.17042815079735,1473.35157058731,1372.6698579841209,,,25.17042815079735
2018-07-25,300,JUBLFOOD,EQ,1437.3,1449.9,1490.0,1377.0,1394.3,1400.35,1437.5,7507974,10792691934.0,229733,856534,11.41,7,2018,-2.570792458081128,Negative,0.7819014269326662,1418.305714285715,1760.2720588235306,1421.8571428571438,25.852606304684276,1473.5623554665124,1370.1519302477752,,,25.852606304684276
2018-07-26,301,JUBLFOOD,EQ,1400.35,1425.0,1438.0,1387.6,1393.0,1396.4,1411.58,3907259,5515397446.0,117229,956328,24.48,7,2018,-0.2820723390580815,Slight or No Change,0.40085886869764353,1418.3561904761912,1723.5126470588248,1424.0678571428582,21.637792855743797,1467.3434428543458,1380.7922714313706,,,21.637792855743797
2018-07-27,302,JUBLFOOD,EQ,1396.4,1395.0,1421.0,1375.5,1415.2,1415.15,1402.89,1545485,2168148356.0,60207,389984,25.23,7,2018,1.3427384703523335,Positive,0.15092617284891277,1419.6047619047624,1685.0047058823543,1424.3035714285727,21.512066956083558,1467.3277053407398,1381.2794375164056,,,21.512066956083558
2018-07-30,303,JUBLFOOD,EQ,1415.15,1420.0,1441.5,1408.35,1419.25,1420.0,1426.99,1266145,1806774977.0,43683,278018,21.96,7,2018,0.34271985301910224,Slight or No Change,0.12136525835904859,1421.8942857142863,1647.5397058823542,1424.614285714287,21.408628998657132,1467.4315437116013,1381.7970277169727,,,21.408628998657132
2018-07-31,304,JUBLFOOD,EQ,1420.0,1423.0,1423.0,1400.0,1406.0,1404.9,1407.78,827286,1164638032.0,29224,283635,34.28,7,2018,-1.0633802816901294,Negative,0.07492338332465574,1422.3861904761911,1609.5420588235306,1422.9678571428583,22.01023893849441,1466.988335019847,1378.9473792658696,,,22.01023893849441
2018-08-01,305,JUBLFOOD,EQ,1404.9,1409.0,1413.0,1382.6,1395.0,1395.7,1398.67,1311379,1834181724.0,52636,402355,30.68,8,2018,-0.6548508790661267,Slight Negative,0.12615210738186852,1421.2100000000007,1571.4611764705896,1420.9035714285728,23.170060790397446,1467.2436930093677,1374.563449847778,,,23.170060790397446
2018-08-02,306,JUBLFOOD,EQ,1395.7,1395.0,1432.2,1387.35,1420.0,1417.65,1419.86,1497620,2126404137.0,50290,322699,21.55,8,2018,1.5726875403023532,Positive,0.14586090052107806,1420.752857142858,1532.3570588235307,1421.5428571428586,22.929673897652595,1467.4022049381638,1375.6835093475534,,,22.929673897652595
2018-08-03,307,JUBLFOOD,EQ,1417.65,1428.0,1464.45,1423.25,1451.5,1451.5,1448.5,2488860,3605125245.0,61953,991429,39.83,8,2018,2.3877543822523157,Positive,0.25075801829487687,1422.235714285715,1492.9347058823541,1423.82142857143,24.267703405332234,1472.3568353820945,1375.2860217607656,,,24.267703405332234
2018-08-06,308,JUBLFOOD,EQ,1451.5,1463.0,1502.0,1455.0,1502.0,1493.2,1481.11,1753655,2597354546.0,45037,723358,41.25,8,2018,2.8728901136755085,Positive,0.17295558349312778,1426.9819047619055,1455.133529411766,1428.44642857143,30.56955791104719,1489.5855443935245,1367.3073127493356,,,30.56955791104719
2018-08-07,309,JUBLFOOD,EQ,1493.2,1509.75,1528.0,1484.0,1490.0,1491.2,1507.78,2322521,3501844914.0,68814,433007,18.64,8,2018,-0.13394053040449716,Slight or No Change,0.23315533713453634,1432.2166666666676,1418.833529411766,1433.6428571428587,34.65046817941562,1502.94379350169,1364.3419207840275,1432.2166666666676,,34.65046817941562
2018-08-08,310,JUBLFOOD,EQ,1491.2,1491.45,1518.4,1488.1,1498.65,1499.45,1504.38,1010066,1519521504.0,52582,311635,30.85,8,2018,0.553245708154515,Slight Positive,0.09426591912496136,1436.180476190477,1423.0773529411777,1439.6071428571445,38.35867095404097,1516.3244847652263,1362.8898009490626,,,38.35867095404097
2018-08-09,311,JUBLFOOD,EQ,1499.45,1505.0,1523.0,1491.55,1498.0,1498.8,1505.58,934588,1407099119.0,27027,366414,39.21,8,2018,-0.0433492280502934,Slight or No Change,0.08627852489618652,1439.8161904761914,1426.573529411766,1440.8500000000015,40.0610735675214,1520.9721471350442,1360.7278528649588,,,40.0610735675214
2018-08-10,312,JUBLFOOD,EQ,1498.8,1498.0,1529.8,1495.9,1522.6,1521.4,1518.36,1275578,1936791406.0,38314,337474,26.46,8,2018,1.5078729650387146,Positive,0.12236349744540533,1444.125238095239,1429.9917647058837,1445.928571428573,45.49004842261929,1536.9086682738116,1354.9484745833342,,,45.49004842261929
2018-08-13,313,JUBLFOOD,EQ,1521.4,1520.95,1523.65,1497.0,1504.5,1502.2,1511.52,853357,1289863787.0,38582,210390,24.65,8,2018,-1.2619955304325026,Negative,0.07768232440600911,1448.8476190476201,1433.2182352941188,1450.5642857142873,47.791729364003324,1546.147744442294,1354.9808269862806,,,47.791729364003324
2018-08-14,314,JUBLFOOD,EQ,1502.2,1508.8,1519.0,1502.5,1505.15,1507.1,1511.13,622918,941312149.0,16373,191344,30.72,8,2018,0.32618825722272593,Slight or No Change,0.053296316050135246,1452.930000000001,1436.1773529411778,1458.1892857142873,47.679608520614515,1553.5485027555162,1362.8300686730583,,,47.679608520614515
2018-08-16,315,JUBLFOOD,EQ,1507.1,1504.0,1539.5,1500.0,1510.0,1509.55,1524.51,1443475,2200596509.0,58739,386475,26.77,8,2018,0.16256386437529802,Slight or No Change,0.14013105261152806,1457.615714285715,1440.5255882352956,1466.27142857143,45.959010643598354,1558.1894498586269,1374.3534072842333,,,45.959010643598354
2018-08-17,316,JUBLFOOD,EQ,1509.55,1519.8,1524.8,1505.45,1511.5,1510.5,1514.1,637693,965530706.6,20910,152085,23.85,8,2018,0.06293266205161796,Slight or No Change,0.05485986767749882,1461.9309523809532,1444.5017647058835,1473.0821428571442,44.85220433283301,1562.7865515228102,1383.377734191478,,,44.85220433283301
2018-08-20,317,JUBLFOOD,EQ,1510.5,1518.0,1522.0,1505.45,1512.3,1512.6,1514.1,352076,533078901.9,19331,62246,17.68,8,2018,0.13902681231379166,Slight or No Change,0.024634695078331027,1466.510476190477,1447.9326470588248,1479.6964285714298,43.22021190404652,1566.136852379523,1393.2560047633367,,,43.22021190404652
2018-08-21,318,JUBLFOOD,EQ,1512.6,1522.75,1532.5,1505.7,1519.0,1519.2,1520.7,587258,893044787.2,20633,131217,22.34,8,2018,0.43633478778264395,Slight or No Change,0.04952262731701949,1468.6600000000008,1450.7952941176482,1487.8607142857156,38.54734939787835,1564.9554130814722,1410.766015489959,,,38.54734939787835
2018-08-23,319,JUBLFOOD,EQ,1519.2,1520.05,1526.85,1495.9,1502.0,1504.9,1508.26,682064,1028731747.0,35982,264804,38.82,8,2018,-0.941284886782512,Slight Negative,0.0595553904699015,1471.773333333334,1453.1129411764718,1495.6607142857156,28.095518247615697,1551.851750780947,1439.4696777904842,,,28.095518247615697
2018-08-24,320,JUBLFOOD,EQ,1504.9,1505.0,1544.9,1505.0,1527.0,1522.45,1529.0,1375051,2102452494.0,40994,194093,14.12,8,2018,1.1661904445477989,Positive,0.13289014184667353,1476.3952380952387,1456.3964705882365,1503.1464285714299,17.77887104099177,1538.7041706534135,1467.5886864894462,,,17.77887104099177
2018-08-27,321,JUBLFOOD,EQ,1522.45,1534.85,1558.0,1522.0,1557.3,1551.5,1541.71,1131085,1743801948.0,33192,235819,20.85,8,2018,1.9081086406778525,Positive,0.10707265038668139,1481.3576190476197,1461.1102941176482,1510.289285714287,15.356221221950646,1541.0017281581881,1479.5768432703858,,,15.356221221950646
2018-08-28,322,JUBLFOOD,EQ,1551.5,1566.0,1578.0,1556.35,1556.65,1564.25,1567.23,1047002,1640891707.0,29741,207566,19.82,8,2018,0.8217853689977517,Slight Positive,0.0981746394571645,1488.7695238095243,1466.0920588235306,1515.364285714287,20.23841005998116,1555.8411058342492,1474.8874655943248,,,20.23841005998116
2018-08-29,323,JUBLFOOD,EQ,1564.25,1560.0,1568.0,1545.0,1548.25,1549.15,1554.28,424655,660034777.8,13818,65989,15.54,8,2018,-0.9653188428959458,Slight Negative,0.03231530513331725,1495.978571428572,1470.0079411764718,1519.5035714285727,20.83340941372536,1561.1703902560234,1477.836752601122,,,20.83340941372536
2018-08-30,324,JUBLFOOD,EQ,1549.15,1550.0,1562.4,1522.3,1527.35,1526.05,1537.78,1640069,2522068522.0,34871,857955,52.31,8,2018,-1.491140302746674,Negative,0.16093544304333288,1501.254285714286,1473.200588235295,1521.4035714285726,20.06254129427561,1561.528654017124,1481.2784888400213,,,20.06254129427561
2018-08-31,325,JUBLFOOD,EQ,1526.05,1527.9,1560.0,1523.1,1557.1,1549.35,1539.62,710787,1094341560.0,26254,174965,24.62,8,2018,1.5268176009960222,Positive,0.06259497716315118,1507.5323809523813,1476.4873529411775,1525.0142857142869,20.229704250523113,1565.4736942153331,1484.5548772132406,,,20.229704250523113
2018-09-03,326,JUBLFOOD,EQ,1549.35,1556.7,1558.0,1518.8,1526.3,1526.25,1541.21,430144,662942390.0,13529,70930,16.49,9,2018,-1.4909478168264043,Negative,0.03289617382249483,1514.3200000000004,1480.2773529411775,1525.3607142857152,20.204561352532455,1565.76983699078,1484.9515915806503,,,20.204561352532455
2018-09-04,327,JUBLFOOD,EQ,1526.25,1526.0,1526.9,1436.7,1449.65,1448.75,1459.1,1714015,2500913123.0,61751,354286,20.67,9,2018,-5.077805077805076,Among top Losers,0.16876071469389312,1516.1885714285718,1481.2685294117657,1521.542857142858,28.33268605160477,1578.2082292460677,1464.8774850396485,,,28.33268605160477
2018-09-05,328,JUBLFOOD,EQ,1448.75,1445.0,1461.8,1390.6,1430.0,1432.1,1425.98,1337839,1907729332.0,47834,282424,21.11,9,2018,-1.1492666091458272,Negative,0.12895221405259885,1515.116190476191,1481.264705882354,1516.1857142857152,37.02938245276133,1590.2444791912378,1442.1269493801926,,,37.02938245276133
2018-09-06,329,JUBLFOOD,EQ,1432.1,1438.0,1451.0,1405.4,1416.2,1416.95,1425.56,1055786,1505082508.0,52168,376852,35.69,9,2018,-1.0578870190629086,Negative,0.09910419867846817,1512.4709523809527,1481.325882352942,1509.5714285714296,45.58718491603897,1600.7457984035075,1418.3970587393517,,,45.58718491603897
2018-09-07,330,JUBLFOOD,EQ,1416.95,1419.95,1422.7,1394.9,1409.05,1408.8,1407.35,970102,1365271241.0,31978,356861,36.79,9,2018,-0.5751790818307012,Slight Negative,0.09003676330526877,1507.6885714285718,1481.0147058823538,1502.3071428571438,52.93808377985951,1608.183310416863,1396.4309752974248,,,52.93808377985951
2018-09-10,331,JUBLFOOD,EQ,1408.8,1407.7,1423.0,1386.0,1390.0,1390.55,1402.61,762887,1070034390.0,29922,155666,20.4,9,2018,-1.295428733674053,Negative,0.06810841471209485,1502.8423809523813,1478.8691176470597,1493.5892857142867,60.60682298022195,1614.8029316747306,1372.3756397538427,,,60.60682298022195
2018-09-11,332,JUBLFOOD,EQ,1390.55,1396.1,1403.0,1345.2,1361.0,1353.3,1370.49,1062031,1455500814.0,38015,445518,41.95,9,2018,-2.6787961597928844,Negative,0.0997650704153809,1496.409523809524,1476.740000000001,1481.7392857142866,70.60763245561164,1622.95455062551,1340.5240208030632,,,70.60763245561164
2018-09-12,333,JUBLFOOD,EQ,1353.3,1360.0,1360.0,1308.4,1344.0,1345.1,1329.63,1814063,2412038930.0,73249,725641,40.0,9,2018,-0.6059262543412379,Slight Negative,0.1793482079740604,1487.4223809523812,1473.730882352942,1470.3250000000007,78.99394511848585,1628.3128902369724,1312.337109763029,,,78.99394511848585
2018-09-14,334,JUBLFOOD,EQ,1345.1,1352.0,1366.0,1326.0,1335.0,1335.75,1340.01,1082952,1451170271.0,43554,365315,33.73,9,2018,-0.6951156047877438,Slight Negative,0.10197901719007285,1479.2552380952384,1470.8635294117655,1456.9892857142863,85.04487543591226,1627.0790365861108,1286.899534842462,,,85.04487543591226
