Date,Unnamed: 0,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,month,year,Day_Perc_Change,Trend,volume scaled,sma_21,sma_34,MA,roll_CP_std,UP_band,LO_band,buy,sell,MA_std
2017-09-20,89,JUBLFOOD,EQ,1396.05,1400.0,1420.0,1388.0,1405.75,1405.4,1406.61,688509,968463513.6,20753,64119,9.31,9,2017,0.6697467855735884,Slight Positive,0.06023742703425739,1388.5452380952381,1367.1644117647063,1391.7178571428578,30.994364296296666,1453.7065857354512,1329.7291285502645,,,30.994364296296666
2017-09-21,90,JUBLFOOD,EQ,1405.4,1397.5,1409.7,1377.65,1396.0,1392.55,1392.82,473735,659828959.5,13638,73756,15.57,9,2017,-0.9143304397324692,Slight Negative,0.03750915378786917,1389.0561904761905,1370.1758823529415,1390.9642857142865,30.82412534519651,1452.6125364046795,1329.3160350238934,,,30.82412534519651
2017-09-22,91,JUBLFOOD,EQ,1392.55,1385.0,1398.0,1364.0,1379.0,1380.2,1379.21,563609,777332386.0,15700,81962,14.54,9,2017,-0.8868622311586583,Slight Negative,0.047019992296002816,1389.5033333333333,1373.4173529411767,1390.985714285715,30.815945101962313,1452.6176044896397,1329.3538240817902,,,30.815945101962313
2017-09-25,92,JUBLFOOD,EQ,1380.2,1382.0,1392.0,1331.0,1385.0,1380.95,1363.83,614646,838272643.2,17478,104740,17.04,9,2017,0.054339950731785436,Slight or No Change,0.05242093878708607,1388.1233333333334,1376.2988235294122,1391.1357142857153,30.75738453276523,1452.6504833512458,1329.6209452201847,,,30.75738453276523
2017-09-26,93,JUBLFOOD,EQ,1380.95,1387.0,1403.05,1362.2,1399.0,1392.8,1379.61,639397,882119455.7,17691,74309,11.62,9,2017,0.8581049277671005,Slight Positive,0.05504019200731456,1387.652380952381,1379.54205882353,1391.242857142858,30.76061328501127,1452.7640837128804,1329.7216305728355,,,30.76061328501127
2017-09-27,94,JUBLFOOD,EQ,1392.8,1406.0,1416.0,1350.0,1359.0,1355.9,1384.11,680179,941442983.6,21757,90877,13.36,9,2017,-2.649339460080402,Negative,0.059355911971249696,1388.8133333333335,1381.9376470588238,1388.8785714285725,32.185315059731685,1453.249201548036,1324.5079413091091,,,32.185315059731685
2017-09-28,95,JUBLFOOD,EQ,1355.9,1356.1,1384.5,1334.5,1374.0,1375.85,1365.48,797246,1088625656.0,23750,213852,26.82,9,2017,1.4713474445017916,Positive,0.07174442624269284,1388.3957142857143,1383.123235294118,1388.2607142857153,32.35839671417257,1452.9775077140605,1323.54392085737,,,32.35839671417257
2017-09-29,96,JUBLFOOD,EQ,1375.85,1385.0,1404.0,1375.5,1392.0,1390.95,1390.48,476540,662620078.7,19172,127663,26.79,9,2017,1.0975033615583163,Positive,0.03780599049275951,1388.942857142857,1385.08705882353,1383.900000000001,26.732535636152296,1437.3650712723056,1330.4349287276964,,,26.732535636152296
2017-10-03,97,JUBLFOOD,EQ,1390.95,1402.1,1436.65,1402.1,1416.5,1416.05,1421.27,729091,1036232357.0,21560,179469,24.62,10,2017,1.804522089219596,Positive,0.06453198217074936,1389.442857142857,1388.541764705883,1383.275000000001,25.788360150084397,1434.8517203001697,1331.6982796998323,,,25.788360150084397
2017-10-04,98,JUBLFOOD,EQ,1416.05,1416.5,1424.9,1392.45,1408.15,1407.45,1406.72,484931,682160341.1,28854,137029,28.26,10,2017,-0.6073231877405383,Slight Negative,0.03869396082813737,1390.652857142857,1390.19705882353,1389.282142857144,19.872164598348725,1429.0264720538414,1349.5378136604465,,,19.872164598348725
2017-10-05,99,JUBLFOOD,EQ,1407.45,1419.0,1490.0,1410.0,1483.4,1482.35,1456.26,1906198,2775919258.0,58026,344584,18.08,10,2017,5.321681054389127,Among Top gainers,0.189098314856439,1394.1433333333332,1391.5091176470594,1397.0607142857152,31.2528409697583,1459.5663962252318,1334.5550323461987,,,31.2528409697583
2017-10-06,100,JUBLFOOD,EQ,1482.35,1520.0,1555.0,1510.0,1545.05,1543.4,1540.11,2970740,4575254808.0,78426,303503,10.22,10,2017,4.118460552501113,Among Top gainers,0.30175255353643105,1401.2566666666667,1395.4302941176477,1410.2214285714294,48.23876798036415,1506.6989645321578,1313.743892610701,,,48.23876798036415
2017-10-09,101,JUBLFOOD,EQ,1543.4,1545.0,1555.45,1492.0,1498.0,1497.9,1516.06,1398803,2120670787.0,38963,208668,14.92,10,2017,-2.9480368018660053,Negative,0.13540367675382345,1407.047142857143,1398.9985294117653,1415.5571428571438,53.61632521601974,1522.7897932891833,1308.3244924251044,,,53.61632521601974
2017-10-10,102,JUBLFOOD,EQ,1497.9,1506.8,1535.95,1466.4,1520.6,1526.2,1503.01,1466929,2204806438.0,40024,132772,9.05,10,2017,1.8893117030509328,Positive,0.14261305192578766,1412.46,1401.7182352941181,1424.8535714285724,60.7786762463892,1546.4109239213508,1303.296218935794,,,60.7786762463892
2017-10-11,103,JUBLFOOD,EQ,1526.2,1544.8,1551.6,1483.1,1488.05,1490.25,1519.39,1606907,2441514376.0,40367,157303,9.79,10,2017,-2.3555235224741238,Negative,0.15742610300498222,1417.009523809524,1405.756470588236,1430.9142857142867,62.883663735781305,1556.6816131858493,1305.1469582427242,,,62.883663735781305
2017-10-12,104,JUBLFOOD,EQ,1490.25,1501.0,1516.5,1487.7,1508.0,1501.8,1500.92,717750,1077284079.0,15871,39543,5.51,10,2017,0.7750377453447309,Slight Positive,0.06333183063058487,1419.9428571428573,1409.612352941177,1438.717857142858,64.51418629662878,1567.7462297361155,1309.6894845496006,,,64.51418629662878
2017-10-13,105,JUBLFOOD,EQ,1501.8,1510.0,1532.0,1510.0,1515.0,1515.55,1521.47,946117,1439492288.0,43265,292062,30.87,10,2017,0.9155679850845644,Slight Positive,0.08749857137414759,1427.7257142857145,1413.396470588236,1448.3857142857153,65.20815023555326,1578.8020147568218,1317.9694138146087,,,65.20815023555326
2017-10-16,106,JUBLFOOD,EQ,1515.55,1528.0,1562.9,1519.1,1557.0,1551.65,1544.79,1464541,2262412581.0,36271,196955,13.45,10,2017,2.381973540958726,Positive,0.14236034388611632,1436.1985714285718,1417.9638235294126,1460.5785714285723,67.54596928783074,1595.6705100042338,1325.4866328529108,,,67.54596928783074
2017-10-17,107,JUBLFOOD,EQ,1551.65,1544.0,1590.95,1544.0,1585.0,1582.5,1569.49,1253858,1967913229.0,35464,179597,14.32,10,2017,1.9882061031804896,Positive,0.12006499718507795,1446.296190476191,1424.1332352941183,1474.1285714285725,71.79694581645533,1617.7224630614833,1330.5346797956618,,,71.79694581645533
2017-10-18,108,JUBLFOOD,EQ,1582.5,1593.95,1594.6,1519.4,1536.0,1532.95,1559.12,1284687,2002979477.0,35803,291501,22.69,10,2017,-3.1311216429699806,Among top Losers,0.12332744951130413,1453.739047619048,1429.5705882352947,1486.775000000001,64.60253254740134,1615.9800650948036,1357.5699349051984,,,64.60253254740134
2017-10-19,109,JUBLFOOD,EQ,1532.95,1542.2,1549.95,1517.45,1526.0,1529.7,1535.79,119287,183199243.2,3622,19222,16.11,10,2017,-0.21200952412016028,Slight or No Change,0.0,1459.8357142857149,1434.1823529411772,1497.7642857142869,56.9093963735689,1611.5830784614247,1383.945492967149,,,56.9093963735689
2017-10-23,110,JUBLFOOD,EQ,1529.7,1530.1,1565.0,1526.0,1547.05,1548.2,1543.72,841823,1299537102.0,27709,198369,23.56,10,2017,1.2093874615937803,Positive,0.07646174880736196,1466.3647619047624,1438.0926470588245,1508.9964285714298,49.20213200620094,1607.4006925838316,1410.5921645590279,,,49.20213200620094
2017-10-24,111,JUBLFOOD,EQ,1548.2,1552.2,1615.25,1549.3,1613.5,1609.85,1589.06,1380356,2193468182.0,41054,210786,15.27,10,2017,3.9820436636093466,Among Top gainers,0.1334515388946034,1475.7095238095244,1444.2029411764715,1522.8392857142867,48.294533766854144,1619.428353247995,1426.2502181805785,,,48.294533766854144
2017-10-25,112,JUBLFOOD,EQ,1609.85,1615.9,1630.0,1588.05,1595.2,1604.8,1609.75,1037754,1670521097.0,26020,218363,21.04,10,2017,-0.3136938224058139,Slight or No Change,0.0971959778361927,1486.6876190476196,1450.8732352941186,1536.9357142857152,40.135968084319245,1617.2076504543538,1456.6637781170766,,,40.135968084319245
2017-10-26,113,JUBLFOOD,EQ,1604.8,1595.1,1719.9,1565.6,1640.55,1642.65,1653.38,5187137,8576323075.0,129897,599606,11.56,10,2017,2.3585493519441725,Positive,0.536300853789139,1500.475714285715,1458.5982352941185,1548.3857142857155,45.827538028545625,1640.0407903428068,1456.7306382286242,,,45.827538028545625
2017-10-27,114,JUBLFOOD,EQ,1642.65,1678.9,1698.0,1618.0,1625.0,1622.3,1649.94,1738039,2867653434.0,56991,330608,19.02,10,2017,-1.2388518552339245,Negative,0.17130303376636571,1513.348571428572,1466.1123529411773,1554.0214285714296,49.842774780320404,1653.7069781320704,1454.3358790107889,,,49.842774780320404
2017-10-30,115,JUBLFOOD,EQ,1622.3,1627.1,1640.95,1606.8,1622.0,1620.15,1620.27,585941,949380736.4,19440,135727,23.16,10,2017,-0.132527892498302,Slight or No Change,0.049383256928306266,1524.5942857142861,1472.9044117647068,1562.7535714285725,49.962907257763604,1662.6793859440997,1462.8277569130453,,,49.962907257763604
2017-10-31,116,JUBLFOOD,EQ,1620.15,1621.0,1650.8,1615.9,1632.2,1632.65,1634.02,690324,1128002065.0,20871,143319,20.76,10,2017,0.7715334999845781,Slight Positive,0.060429497843304085,1537.3819047619052,1479.085882352942,1570.3571428571438,52.029388356454646,1674.4159195700531,1466.2983661442345,,,52.029388356454646
2017-11-01,117,JUBLFOOD,EQ,1632.65,1633.0,1656.0,1620.0,1626.55,1626.5,1639.41,608953,998324659.7,19330,85819,14.09,11,2017,-0.3766882062903876,Slight or No Change,0.05181848197391647,1549.2357142857147,1484.970882352942,1580.0892857142867,48.5169327244471,1677.1231511631809,1483.0554202653925,,,48.5169327244471
2017-11-02,118,JUBLFOOD,EQ,1626.5,1626.5,1638.55,1613.4,1619.0,1617.75,1624.22,327671,532211380.9,10096,46059,14.06,11,2017,-0.5379649554257626,Slight Negative,0.022052057009579205,1558.9000000000003,1492.800000000001,1588.3714285714298,43.790944419894835,1675.9533174112194,1500.7895397316402,,,43.790944419894835
2017-11-03,119,JUBLFOOD,EQ,1617.75,1628.0,1633.0,1604.8,1611.3,1611.3,1613.98,332563,536750829.8,10258,59110,17.77,11,2017,-0.3987019007881343,Slight or No Change,0.022569748688838945,1568.769523809524,1500.0682352941187,1595.2107142857153,38.72715792552437,1672.665030136764,1517.7563984346666,,,38.72715792552437
2017-11-06,120,JUBLFOOD,EQ,1611.3,1609.7,1631.5,1595.5,1616.25,1615.65,1614.98,380457,614430383.1,11645,77928,20.48,11,2017,0.26996834853845186,Slight or No Change,0.02763808991665291,1576.3276190476192,1507.6429411764716,1599.782142857144,36.92504157146519,1673.6322260000743,1525.9320597142137,,,36.92504157146519
2017-11-07,121,JUBLFOOD,EQ,1615.65,1619.25,1628.0,1593.55,1597.0,1599.3,1609.36,374856,603278790.1,16532,111176,29.66,11,2017,-1.0119766038436673,Negative,0.027045368924107166,1579.6252380952383,1513.7176470588247,1600.9821428571438,36.59167941959945,1674.1655016963427,1527.7987840179449,,,36.59167941959945
2017-11-08,122,JUBLFOOD,EQ,1599.3,1597.0,1633.9,1590.0,1615.75,1614.25,1616.79,558323,902691223.4,23247,129337,23.17,11,2017,0.9347839679859861,Slight Positive,0.046460605906680046,1584.4219047619051,1519.8655882352953,1606.7892857142867,30.98623254192631,1668.7617507981392,1544.8168206304342,,,30.98623254192631
2017-11-09,123,JUBLFOOD,EQ,1614.25,1620.0,1665.0,1611.7,1663.0,1649.35,1636.21,676684,1107198935.0,22910,120651,17.83,11,2017,2.1743843890351444,Positive,0.058986056611680444,1590.764761904762,1526.6185294117658,1615.335714285715,23.742176270624373,1662.8200668269637,1567.8513617444664,,,23.742176270624373
2017-11-10,124,JUBLFOOD,EQ,1649.35,1660.0,1674.85,1640.05,1660.05,1661.8,1658.84,574916,953696211.8,19514,167252,29.09,11,2017,0.7548428168672627,Slight Positive,0.04821654581550197,1597.4052380952382,1534.4426470588244,1623.4500000000007,17.667712837900776,1658.7854256758023,1588.114574324199,,,17.667712837900776
2017-11-13,125,JUBLFOOD,EQ,1661.8,1720.0,1720.05,1686.2,1698.5,1699.4,1701.84,919037,1564049525.0,43248,290886,31.65,11,2017,2.2626068118907217,Positive,0.08463285373834346,1606.9728571428573,1543.9317647058833,1629.8464285714294,26.411779600166813,1682.669987771763,1577.0228693710958,,,26.411779600166813
2017-11-14,126,JUBLFOOD,EQ,1699.4,1702.0,1716.9,1695.6,1705.0,1700.55,1704.8,446470,761143747.1,19685,125682,28.15,11,2017,0.06767094268564923,Slight or No Change,0.03462385868668013,1615.7028571428573,1553.960294117648,1636.6857142857152,31.3606528862199,1699.407020058155,1573.9644085132754,,,31.3606528862199
2017-11-15,127,JUBLFOOD,EQ,1700.55,1690.0,1745.0,1685.55,1715.0,1712.75,1728.29,867709,1499653466.0,28127,138026,15.91,11,2017,0.7174149539854735,Slight Positive,0.0792011124233304,1624.4409523809525,1564.215588235295,1641.692857142858,37.40071912688587,1716.4942953966297,1566.8914188890863,,,37.40071912688587
2017-11-16,128,JUBLFOOD,EQ,1712.75,1750.0,1782.75,1722.15,1779.4,1774.6,1749.23,1012008,1770239305.0,32037,108208,10.69,11,2017,3.611151656692457,Among Top gainers,0.09447142959943447,1633.0000000000005,1574.954411764707,1652.5714285714294,51.002261315946214,1754.575951203322,1550.5669059395368,,,51.002261315946214
2017-11-17,129,JUBLFOOD,EQ,1774.6,1779.6,1791.0,1753.2,1761.15,1761.1,1771.34,744983,1319618529.0,21003,146010,19.6,11,2017,-0.7607348134790914,Slight Negative,0.066213739359383,1643.1057142857144,1586.8914705882362,1662.6392857142862,57.59556332595904,1777.8304123662042,1547.4481590623682,,,57.59556332595904
2017-11-20,130,JUBLFOOD,EQ,1761.1,1762.0,1768.0,1735.0,1752.0,1745.85,1747.73,332413,580968060.7,13531,79824,24.01,11,2017,-0.8659360626880885,Slight Negative,0.022553875068256568,1653.1980952380954,1597.3988235294125,1670.7250000000004,60.91204172347584,1792.549083446952,1548.9009165530488,,,60.91204172347584
2017-11-21,131,JUBLFOOD,EQ,1745.85,1742.1,1761.45,1716.0,1734.3,1731.45,1741.07,392141,682744025.1,16384,69901,17.83,11,2017,-0.8248131282756144,Slight Negative,0.028874539135882428,1662.5957142857144,1606.8047058823538,1678.221428571429,61.505799333459066,1801.2330272383472,1555.2098299045108,,,61.505799333459066
2017-11-22,132,JUBLFOOD,EQ,1731.45,1730.0,1740.65,1706.8,1733.35,1726.6,1720.51,321453,553062561.1,12315,43397,13.5,11,2017,-0.2801120448179373,Slight or No Change,0.0213940425243713,1668.8552380952383,1616.0338235294128,1685.9964285714289,60.13824287002309,1806.272914311475,1565.7199428313827,,,60.13824287002309
2017-11-23,133,JUBLFOOD,EQ,1726.6,1735.25,1737.8,1711.1,1712.1,1716.7,1720.65,200911,345697215.1,7168,37155,18.49,11,2017,-0.5733812116297865,Slight Negative,0.008637789376103216,1674.136190476191,1623.8100000000009,1693.5250000000003,56.558716086771156,1806.6424321735426,1580.407567826458,,,56.558716086771156
2017-11-24,134,JUBLFOOD,EQ,1716.7,1712.0,1810.0,1702.05,1797.0,1803.3,1773.45,1375147,2438754638.0,36684,131690,9.58,11,2017,5.0445622415098645,Among Top gainers,0.13290030096384625,1679.8538095238098,1630.6729411764713,1706.9285714285718,58.87170116279596,1824.6719737541637,1589.18516910298,,,58.87170116279596
2017-11-27,135,JUBLFOOD,EQ,1803.3,1781.0,1812.4,1780.0,1796.15,1799.8,1798.83,656156,1180312408.0,22305,60398,9.2,11,2017,-0.1940886153163679,Slight or No Change,0.056813698722914314,1686.94380952381,1638.9897058823537,1721.2500000000002,54.93083063130836,1831.111661262617,1611.3883387373835,,,54.93083063130836
2017-11-28,136,JUBLFOOD,EQ,1799.8,1796.15,1831.9,1787.8,1794.0,1794.65,1812.61,965511,1750096529.0,29827,202609,20.98,11,2017,-0.2861429047671837,Slight or No Change,0.08955092469131098,1696.1028571428576,1648.095588235295,1734.1357142857146,48.70644179702289,1831.5485978797603,1636.7228306916688,,,48.70644179702289
2017-11-29,137,JUBLFOOD,EQ,1794.65,1805.0,1809.7,1781.8,1786.5,1789.8,1794.88,478792,859374387.6,16806,92166,19.25,11,2017,-0.2702476806062504,Slight or No Change,0.03804430644976952,1703.7628571428577,1656.1982352941184,1744.1678571428577,44.15097179495428,1832.4698007327663,1655.865913552949,,,44.15097179495428
2017-11-30,138,JUBLFOOD,EQ,1789.8,1780.0,1799.0,1768.1,1773.3,1775.2,1779.87,806892,1436160281.0,19934,377073,46.73,11,2017,-0.8157336015197192,Slight Negative,0.07276520587027653,1710.451428571429,1664.4026470588244,1752.2678571428576,37.82652512122323,1827.920907385304,1676.6148069004112,,,37.82652512122323
2017-12-01,139,JUBLFOOD,EQ,1775.2,1787.9,1787.9,1745.1,1759.9,1752.7,1766.09,317873,561393658.6,10804,62373,19.62,12,2017,-1.2674628210905814,Negative,0.021015192113138702,1717.207142857143,1671.5973529411772,1756.0750000000005,34.64462856577936,1825.3642571315593,1686.7857428684417,,,34.64462856577936
2017-12-04,140,JUBLFOOD,EQ,1752.7,1774.0,1774.0,1726.3,1739.85,1732.3,1747.63,470970,823079699.6,15350,110926,23.55,12,2017,-1.1639185257032114,Negative,0.03721655004846745,1723.5714285714287,1677.5632352941184,1758.3428571428576,31.639160600682118,1821.6211783442218,1695.0645359414934,,,31.639160600682118
2017-12-05,141,JUBLFOOD,EQ,1732.3,1732.5,1752.25,1714.0,1746.9,1743.75,1731.54,441190,763936778.9,23358,106863,24.22,12,2017,0.6609709634589844,Slight Positive,0.034065107242180655,1729.1219047619047,1682.3294117647067,1760.5571428571434,29.19308965347368,1818.9433221640907,1702.1709635501961,,,29.19308965347368
2017-12-06,142,JUBLFOOD,EQ,1743.75,1740.0,1747.2,1700.05,1703.0,1705.6,1720.32,500236,860568371.4,15690,173450,34.67,12,2017,-2.1878136200716884,Negative,0.04031359924822533,1734.405714285714,1687.0705882352947,1755.6285714285718,32.299188572112115,1820.2269485727961,1691.0301942843475,,,32.299188572112115
2017-12-07,143,JUBLFOOD,EQ,1705.6,1706.55,1712.7,1645.5,1652.1,1650.55,1667.68,1091477,1820230622.0,51494,445406,40.81,12,2017,-3.227603189493433,Among top Losers,0.10288116795983762,1736.8290476190475,1690.9497058823536,1747.7321428571433,42.6981426687617,1833.1284281946666,1662.33585751962,,,42.6981426687617
2017-12-08,144,JUBLFOOD,EQ,1650.55,1658.5,1700.0,1650.6,1661.0,1661.1,1673.86,1084388,1815111555.0,30547,245746,22.66,12,2017,0.6391808791009089,Slight Positive,0.10213098065111474,1738.6219047619047,1694.777352941177,1741.678571428572,48.58715687489973,1838.8528851783715,1644.5042576787725,,,48.58715687489973
2017-12-11,145,JUBLFOOD,EQ,1661.1,1672.0,1689.0,1653.0,1678.0,1677.1,1675.3,480827,805530042.4,20017,78879,16.4,12,2017,0.963217145265194,Slight Positive,0.038259658569003686,1739.4057142857146,1697.3138235294125,1737.796428571429,51.548354686434294,1840.8931379442977,1634.6997191985604,,,51.548354686434294
2017-12-12,146,JUBLFOOD,EQ,1677.1,1685.0,1732.5,1672.1,1716.35,1719.05,1714.28,1172295,2009642454.0,34836,103614,8.84,12,2017,2.5013416015741585,Positive,0.11143366308134489,1739.9980952380956,1700.3882352941184,1737.2571428571432,51.7137270020144,1840.684596861172,1633.8296888531145,,,51.7137270020144
2017-12-13,147,JUBLFOOD,EQ,1719.05,1727.95,1735.9,1692.6,1708.0,1701.45,1716.03,487083,835850792.0,14233,41438,8.51,12,2017,-1.0238212966463989,Negative,0.03892169437142579,1740.5328571428572,1702.230882352942,1736.1678571428577,52.33690272992807,1840.8416626027138,1631.4940516830015,,,52.33690272992807
2017-12-14,148,JUBLFOOD,EQ,1701.45,1722.0,1723.95,1664.85,1694.0,1694.0,1683.57,506184,852197118.6,27054,107241,21.19,12,2017,-0.4378618237385834,Slight or No Change,0.040943041216384965,1738.4033333333334,1703.2200000000007,1728.3607142857147,49.63485972025996,1827.6304337262347,1629.0909948451947,,,49.63485972025996
2017-12-15,149,JUBLFOOD,EQ,1694.0,1703.1,1732.0,1703.1,1720.2,1720.2,1718.67,499900,859163918.1,30234,137215,27.45,12,2017,1.5466351829988234,Positive,0.040278042338120816,1736.948095238095,1706.1141176470596,1722.6750000000006,45.181253558044084,1813.0375071160888,1632.3124928839125,,,45.181253558044084
2017-12-18,150,JUBLFOOD,EQ,1720.2,1720.2,1764.0,1647.4,1751.05,1745.95,1736.9,868752,1508939591.0,31873,254391,29.28,12,2017,1.496918962911287,Positive,0.07931148699844649,1735.3080952380953,1709.140000000001,1719.1964285714291,40.88389970995747,1800.9642279913442,1637.428629151514,,,40.88389970995747
2017-12-19,151,JUBLFOOD,EQ,1745.95,1738.0,1770.0,1738.0,1762.1,1763.2,1760.68,363842,640610044.8,12975,47580,13.08,12,2017,0.9880008018557264,Slight Positive,0.025879821876812238,1735.924761904762,1712.7067647058832,1717.2964285714293,37.85632994668561,1793.0090884648005,1641.583768678058,,,37.85632994668561
2017-12-20,152,JUBLFOOD,EQ,1763.2,1766.0,1790.0,1765.5,1780.0,1781.45,1777.45,421841,749800725.2,16582,103445,24.52,12,2017,1.0350499092558918,Positive,0.03201751601119196,1737.6571428571426,1717.2135294117654,1717.7428571428577,38.6208286626888,1794.9845144682354,1640.50119981748,,,38.6208286626888
2017-12-21,153,JUBLFOOD,EQ,1781.45,1790.0,1794.0,1761.55,1771.65,1774.1,1775.56,327017,580636866.8,14304,76874,23.51,12,2017,-0.4125852535855734,Slight or No Change,0.02198284802384006,1740.278571428571,1721.9658823529417,1719.271428571429,40.48912823825501,1800.249685047939,1638.2931720949189,,,40.48912823825501
2017-12-22,154,JUBLFOOD,EQ,1774.1,1783.6,1788.75,1755.25,1758.8,1764.8,1772.08,374442,663540384.0,15753,100153,26.75,12,2017,-0.5242094583168933,Slight Negative,0.02700155773129982,1742.7276190476186,1726.586470588236,1721.5928571428576,42.18955784561079,1805.9719728340792,1637.213741451636,,,42.18955784561079
2017-12-26,155,JUBLFOOD,EQ,1764.8,1764.45,1796.45,1761.15,1776.15,1782.1,1783.41,312146,556685082.1,10698,33246,10.65,12,2017,0.9802810516772452,Slight Positive,0.02040913727930376,1743.2019047619046,1731.7055882352947,1724.3321428571433,44.89696583521131,1814.1260745275658,1634.5382111867207,,,44.89696583521131
2017-12-27,156,JUBLFOOD,EQ,1782.1,1785.0,1790.9,1711.75,1719.0,1724.15,1754.71,548224,961973682.7,25510,151548,27.64,12,2017,-3.2517816059704714,Among top Losers,0.045391887944937585,1741.100952380952,1735.76205882353,1725.6571428571435,44.57418128650232,1814.805505430148,1636.508780284139,,,44.57418128650232
2017-12-28,157,JUBLFOOD,EQ,1724.15,1724.15,1739.45,1702.55,1724.85,1709.75,1718.25,504928,867594316.6,17832,101795,20.16,12,2017,-0.835194153640928,Slight Negative,0.04081012610004191,1736.6076190476188,1738.1750000000006,1729.8857142857148,39.40985052852453,1808.705415342764,1651.0660132286657,,1736.6076190476188,39.40985052852453
2017-12-29,158,JUBLFOOD,EQ,1709.75,1725.0,1770.0,1715.0,1758.8,1761.1,1753.2,904031,1584942686.0,24409,167793,18.56,12,2017,3.003363064775555,Among Top gainers,0.08304485673528303,1734.622857142857,1740.9502941176477,1737.0285714285721,34.77326954320783,1806.5751105149877,1667.4820323421566,,,34.77326954320783
2018-01-01,159,JUBLFOOD,EQ,1761.1,1750.25,1783.1,1745.75,1777.0,1776.6,1770.08,466361,825496059.0,13810,136331,29.23,1,2018,0.8801317358469118,Slight Positive,0.03672880660003979,1734.1566666666663,1742.9573529411773,1744.1357142857148,31.606531874632367,1807.3487780349797,1680.92265053645,,,31.606531874632367
2018-01-02,160,JUBLFOOD,EQ,1776.6,1779.9,1805.0,1771.3,1790.5,1792.35,1789.3,649265,1161730783.0,23698,115070,17.72,1,2018,0.8865248226950451,Slight Positive,0.056084464593360174,1735.2619047619048,1745.4426470588242,1749.371428571429,33.16415299619948,1815.699734563828,1683.04312257903,,,33.16415299619948
2018-01-03,161,JUBLFOOD,EQ,1792.35,1801.0,1857.0,1800.0,1846.0,1850.55,1836.51,1275474,2342414681.0,32899,318326,24.96,1,2018,3.2471336513515867,Among Top gainers,0.12235249173513489,1739.494285714286,1748.6255882352948,1760.021428571429,39.856394691460125,1839.734217954349,1680.3086391885088,,,39.856394691460125
2018-01-04,162,JUBLFOOD,EQ,1850.55,1858.0,1863.9,1820.3,1835.6,1838.75,1836.26,592506,1087995920.0,25697,187370,31.62,1,2018,-0.6376482667315053,Slight Negative,0.05007799238912806,1744.4809523809527,1751.1852941176478,1770.3607142857147,40.18578575034774,1850.73228578641,1689.9891427850193,,,40.18578575034774
2018-01-05,163,JUBLFOOD,EQ,1838.75,1859.0,1913.4,1841.0,1902.45,1904.35,1891.4,1270276,2402596474.0,34387,369901,29.12,1,2018,3.5676410605030466,Among Top gainers,0.12180241786988709,1752.6276190476194,1754.7164705882362,1783.514285714286,51.14719869225612,1885.8086830987982,1681.2198883297738,,,51.14719869225612
2018-01-08,164,JUBLFOOD,EQ,1904.35,1910.0,1944.25,1890.0,1930.1,1931.0,1919.96,719531,1381469871.0,22068,158448,22.02,1,2018,1.3994276262241812,Positive,0.06352030341896622,1764.6409523809527,1759.7820588235302,1796.7321428571431,63.18681887600833,1923.1057806091599,1670.3585051051264,1764.6409523809527,,63.18681887600833
2018-01-09,165,JUBLFOOD,EQ,1931.0,1929.0,1931.85,1903.4,1923.05,1922.0,1919.8,377933,725554513.2,13570,112064,29.65,1,2018,-0.4660797514241311,Slight or No Change,0.027370989794320212,1776.3523809523813,1765.0388235294126,1808.0750000000003,70.5308709006143,1949.136741801229,1667.0132581987716,,,70.5308709006143
2018-01-10,166,JUBLFOOD,EQ,1922.0,1943.15,1967.0,1910.4,1920.5,1920.5,1935.15,720309,1393907602.0,23553,95700,13.29,1,2018,-0.07804370447450637,Slight or No Change,0.06360263459772011,1788.7261904761908,1771.3517647058832,1818.007142857143,76.0664053441275,1970.139953545398,1665.874332168888,,,76.0664053441275
2018-01-11,167,JUBLFOOD,EQ,1920.5,1925.0,1943.4,1905.0,1916.3,1923.4,1923.98,397754,765271004.8,17604,122266,30.74,1,2018,0.15100234313980554,Slight or No Change,0.029468530018074764,1798.7119047619053,1777.3320588235304,1828.671428571429,79.81079239311332,1988.2930133576556,1669.0498437852025,,,79.81079239311332
2018-01-12,168,JUBLFOOD,EQ,1923.4,1947.0,1950.0,1895.0,1903.05,1909.95,1919.32,532907,1022818382.0,30407,162610,30.51,1,2018,-0.6992825205365483,Slight Negative,0.04377097963520304,1808.3923809523815,1781.6223529411775,1839.0392857142863,80.30167442111146,1999.6426345565092,1678.4359368720634,,,80.30167442111146
2018-01-15,169,JUBLFOOD,EQ,1909.95,1929.0,1932.8,1878.6,1900.0,1894.9,1900.98,452435,860070093.5,17508,117711,26.02,1,2018,-0.7879787428990315,Slight Negative,0.03525509966517243,1818.7452380952388,1784.6267647058833,1847.0964285714292,79.80657256595012,2006.7095737033294,1687.483283439529,,,79.80657256595012
2018-01-16,170,JUBLFOOD,EQ,1894.9,1901.0,1919.1,1865.0,1902.5,1899.55,1900.16,723285,1374360366.0,40311,246960,34.14,1,2018,0.2453955353844517,Slight or No Change,0.06391756723007437,1827.38761904762,1787.2017647058835,1859.6250000000005,72.44955738569804,2004.5241147713966,1714.7258852286043,,,72.44955738569804
